date,count
210801,1150
210802,0
210803,1139
210804,1045
210805,1388
210806,307
210807,1382
210808,1099
210809,1030
210810,861
210811,1073
210812,976
210813,1136
210814,905
210815,917
210816,536
210817,485
210818,471
210819,0
210820,215
210821,0
210822,1212
210823,248
210824,473
210825,0
210826,461
210827,234
210828,451
210829,1754
210830,721
210831,479
