date,count
210901,174
210902,0
210903,0
210904,219
210905,254
210906,477
210907,0
210908,0
210909,218
210910,0
210911,0
210912,1035
210913,500
210914,291
210915,0
210916,0
210917,0
210918,0
210919,0
210920,231
210921,250
210922,0
210923,132
210924,0
210925,257
210926,898
210927,739
210928,0
210929,0
210930,0
210931,0
