date,count
210701,0
210702,0
210703,0
210704,0
210705,0
210706,0
210707,0
210708,0
210709,0
210710,0
210711,0
210712,0
210713,0
210714,685
210715,509
210716,580
210717,713
210718,873
210719,702
210720,724
210721,1104
210722,654
210723,691
210724,1375
210725,702
210726,827
210727,251
210728,1646
210729,364
210730,681
210731,820
